org.apache.hadoop.hdfs.web.TestWebHdfsUrl	2112.0	8267.0	22.0	707.0
org.apache.hadoop.hdfs.web.TestWebHDFSForHA	2373.0	9508.0	31.0	798.0
org.apache.hadoop.hdfs.web.TestHftpDelegationToken	1967.0	9839.0	19.0	822.0
org.apache.hadoop.hdfs.web.TestWebHdfsTokens	3329.0	12485.0	33.0	887.0
org.apache.hadoop.hdfs.web.TestAuthFilter	2555.0	12852.0	23.0	904.0
org.apache.hadoop.hdfs.web.TestWebHdfsWithMultipleNameNodes	2877.0	13542.0	29.0	933.0
org.apache.hadoop.hdfs.crypto.TestHdfsCryptoStreams	223.0	274.0	25.0	70.0
org.apache.hadoop.hdfs.protocolPB.TestPBHelper	710	710	710	710
org.apache.hadoop.hdfs.security.TestDelegationToken	1000.0	1470.0	29.0	228.0
org.apache.hadoop.hdfs.security.TestClientProtocolWithDelegationToken	618.0	1848.0	24.0	253.0
org.apache.hadoop.hdfs.security.TestDelegationTokenForProxyUser	932.0	2634.0	29.0	346.0
org.apache.hadoop.hdfs.protocol.TestLayoutVersion	523.0	733.0	28.0	121.0
org.apache.hadoop.hdfs.protocol.TestLocatedBlock	228.0	842.0	16.0	142.0
org.apache.hadoop.hdfs.protocol.TestBlockListAsLongs	964.0	2072.0	29.0	291.0
org.apache.hadoop.hdfs.protocol.TestAnnotations	426.0	2139.0	14.0	298.0
org.apache.hadoop.hdfs.server.datanode.TestBlockScanner	909	909	909	909
org.apache.hadoop.hdfs.server.datanode.TestDataNodeVolumeFailure	762	762	762	762
org.apache.hadoop.hdfs.server.datanode.TestBPOfferService	934	934	934	934
org.apache.hadoop.hdfs.server.datanode.TestDataNodeHotSwapVolumes	869	869	869	869
org.apache.hadoop.hdfs.server.datanode.TestDirectoryScanner	1046	1046	1046	1046
org.apache.hadoop.hdfs.server.datanode.TestDataNodeVolumeFailureReporting	608	608	608	608
org.apache.hadoop.hdfs.server.datanode.TestBlockRecovery	977	977	977	977
org.apache.hadoop.hdfs.server.datanode.SimulatedFSDataset	1380	1380	1380	1380
org.apache.hadoop.hdfs.server.datanode.BlockReportTestBase	917	917	917	917
org.apache.hadoop.hdfs.server.datanode.DataNodeTestUtils	359.0	498.0	27.0	95.0
org.apache.hadoop.hdfs.server.datanode.TestIncrementalBlockReports	560.0	1074.0	22.0	171.0
org.apache.hadoop.hdfs.server.datanode.TestNNHandlesBlockReportPerStorage	291.0	1187.0	20.0	193.0
org.apache.hadoop.hdfs.server.datanode.TestDataStorage	771.0	1936.0	30.0	291.0
org.apache.hadoop.hdfs.server.datanode.TestBlockPoolSliceStorage	669.0	2380.0	25.0	339.0
org.apache.hadoop.hdfs.server.datanode.TestHdfsServerConstants	559.0	2610.0	16.0	367.0
org.apache.hadoop.hdfs.server.datanode.TestDataNodeLifeline	1277.0	3761.0	29.0	477.0
org.apache.hadoop.hdfs.server.datanode.TestDatanodeProtocolRetryPolicy	1330.0	4583.0	32.0	533.0
org.apache.hadoop.hdfs.server.datanode.TestStorageReport	1119.0	4941.0	23.0	543.0
org.apache.hadoop.hdfs.server.datanode.TestDnRespectsBlockReportSplitThreshold	1341.0	5591.0	29.0	574.0
org.apache.hadoop.hdfs.server.datanode.TestNNHandlesCombinedBlockReport	1016.0	5673.0	15.0	574.0
org.apache.hadoop.hdfs.server.datanode.TestDeleteBlockPool	1520.0	6674.0	27.0	646.0
org.apache.hadoop.hdfs.server.datanode.TestDataNodeVolumeFailureToleration	1738.0	7641.0	35.0	703.0
org.apache.hadoop.hdfs.server.datanode.FsDatasetImplTestUtilsFactory	1345.0	7655.0	17.0	690.0
org.apache.hadoop.hdfs.server.datanode.TestFsDatasetCache	3142.0	10253.0	37.0	895.0
org.apache.hadoop.hdfs.server.datanode.TestDataNodeRollingUpgrade	3038.0	12223.0	34.0	988.0
org.apache.hadoop.hdfs.server.datanode.TestDataNodeMetrics	3381.0	13970.0	37.0	1102.0
org.apache.hadoop.hdfs.server.datanode.TestDataNodeMXBean	2910.0	14574.0	30.0	1112.0
org.apache.hadoop.hdfs.server.datanode.TestDataXceiverLazyPersistHint	3054.0	15225.0	26.0	1151.0
org.apache.hadoop.hdfs.server.datanode.TestFsDatasetCacheRevocation	3270.0	15962.0	24.0	1189.0
org.apache.hadoop.hdfs.server.datanode.TestTransferRbw	3321.0	16581.0	31.0	1228.0
org.apache.hadoop.hdfs.server.datanode.TestSimulatedFSDataset	3988.0	18292.0	42.0	1314.0
org.apache.hadoop.hdfs.server.datanode.TestDataNodeExit	3518.0	18623.0	31.0	1331.0
org.apache.hadoop.hdfs.server.datanode.TestIncrementalBrVariations	3994.0	19548.0	31.0	1370.0
org.apache.hadoop.hdfs.server.datanode.TestReadOnlySharedStorage	4156.0	20487.0	33.0	1422.0
org.apache.hadoop.hdfs.server.datanode.TestBlockHasMultipleReplicasOnSameDN	4015.0	20961.0	29.0	1431.0
org.apache.hadoop.hdfs.server.datanode.TestBlockReplacement	4883.0	22787.0	43.0	1538.0
org.apache.hadoop.hdfs.server.datanode.TestDataNodeMetricsLogger	4536.0	23391.0	35.0	1546.0
org.apache.hadoop.hdfs.server.datanode.TestDiskError	4933.0	24585.0	35.0	1607.0
org.apache.hadoop.hdfs.server.datanode.TestDataNodeTransferSocketSize	4482.0	24778.0	20.0	1602.0
